Title,Year,Critic_score,Audience_score,Title_category,Rating,Runtime,URL,Poster_URL
Star Wars: The Force Awakens,2015,93,86,Sci-fi/Adventure,PG-13,2h 16m,https://www.rottentomatoes.com/m/star_wars_episode_vii_the_force_awakens,https://resizing.flixster.com/VHp_hiKpTTL9xYE4ry-E5FXPvUc=/206x305/v2/https://flxt.tmsimg.com/assets/p10989070_p_v13_bb.jpg
Awake in the Woods,2015,NR,NR,Horror/Mystery & thriller,NR,1h 19m,https://www.rottentomatoes.com/m/awake_in_the_woods,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
The Awakening,2011,62,51,Horror,R,1h 47m,https://www.rottentomatoes.com/m/the_awakening_2011,https://resizing.flixster.com/1ViPGOXLStZQcLgj5BRXzdjY-qo=/206x305/v2/https://flxt.tmsimg.com/assets/p8898726_p_v10_aj.jpg
Amityville: The Awakening,2017,30,32,Horror/Mystery & thriller,PG-13,1h 25m,https://www.rottentomatoes.com/m/amityville_the_awakening,https://resizing.flixster.com/nF7riBysPb6FJPaSY0LVjqvKXhA=/206x305/v2/https://resizing.flixster.com/LTTLBrtprsXBdquE040Q7398RB4=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzBhMThiMjJkLTM4MGItNDk0ZC04YmQ5LTkxMTg0NTYwM2U3ZC53ZWJw
Underworld: Awakening,2012,26,62,Horror/Fantasy,R,1h 29m,https://www.rottentomatoes.com/m/underworld_awakening,https://resizing.flixster.com/yLhvDnhjWuGyb3qKUVVlyeFj1Yc=/206x305/v2/https://flxt.tmsimg.com/assets/p8761312_p_v10_az.jpg
Awake and Sing!,1972,NR,NR,,NR,,https://www.rottentomatoes.com/m/awake_and_sing,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Awaken the Dead,2007,NR,9,Horror,NR,1h 44m,https://www.rottentomatoes.com/m/awaken_the_dead,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Awake,2007,23,54,Mystery & thriller,R,1h 24m,https://www.rottentomatoes.com/m/awake,https://resizing.flixster.com/VlyL283EXfrnGjbaj0Ydm3N3TSI=/206x305/v2/https://flxt.tmsimg.com/assets/p161398_p_v10_ae.jpg
"Awake, My Soul: The Story of the Sacred Harp",2006,NR,88,Documentary,NR,1h 15m,https://www.rottentomatoes.com/m/awake-my-soul-the-story-of-the-sacred-harp,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Awakenings,1990,88,89,Drama,PG-13,2h 1m,https://www.rottentomatoes.com/m/1032970-awakenings,https://resizing.flixster.com/DuGuUiY_Jm_FqHeBYGwxFmzjFhg=/206x305/v2/https://flxt.tmsimg.com/assets/p12913_p_v10_ab.jpg
Lowriders vs. Zombies From Space,2018,NR,NR,Comedy/Horror,NR,56m,https://www.rottentomatoes.com/m/lowriders_vs_zombies_from_space,https://resizing.flixster.com/uTQAC8ln_3V2Y1BMUUOqfT7_4ug=/206x305/v2/https://flxt.tmsimg.com/assets/p18175059_p_v13_aa.jpg
Security,2016,NR,33,Action,R,1h 28m,https://www.rottentomatoes.com/m/security_2017,https://resizing.flixster.com/Cr_mgpRauXtX5qFklPlEnouoKp0=/206x305/v2/https://flxt.tmsimg.com/assets/p13118111_p_v10_aa.jpg
Silver Skates,2020,NR,NR,Drama,NR,2h 10m,https://www.rottentomatoes.com/m/silver_skates_2021,https://resizing.flixster.com/lepPUYNy8bgkeKznH0SJ7wxSGsc=/206x305/v2/https://flxt.tmsimg.com/assets/p20016033_p_v8_aa.jpg
City of Ali,2021,88,NR,Documentary,NR,1h 21m,https://www.rottentomatoes.com/m/city_of_ali,https://resizing.flixster.com/qtf2u0KK5e570uePuq8CP6jllJ0=/206x305/v2/https://resizing.flixster.com/mOgUQx2VpNk-lH6_xHjmc703Vn8=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzM0OTkwODJmLWY3NTEtNDRjOS05MGE4LTk0YWUzZWRmNjkzNi5qcGc=
Fan Girl,2020,NR,NR,Drama,NR,1h 40m,https://www.rottentomatoes.com/m/fan_girl_2020,https://resizing.flixster.com/rLML7pnZswHHQ7vZrhwAskETRdc=/206x305/v2/https://resizing.flixster.com/e18O4EUSzZ5MI94pPDt9qX_lTTk=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2I0M2FjYmExLTVjN2EtNDEwYS1iZTFhLWVmOGZjNzMwMzY0NS5qcGc=
Silver Linings Playbook,2012,92,86,Comedy/Romance,R,2h 2m,https://www.rottentomatoes.com/m/silver_linings_playbook,https://resizing.flixster.com/PyMuZhveDyjLSrDYkuTS-0aaTPw=/206x305/v2/https://flxt.tmsimg.com/NowShowing/118336/118336_aa.jpg
A Family,2020,NR,NR,Crime/Drama,NR,2h 16m,https://www.rottentomatoes.com/m/a_family_2021,https://resizing.flixster.com/rZes7etQ09d2IxkIYyCsB6hQ0Og=/206x305/v2/https://resizing.flixster.com/IzkC6lxyH72i7qdZGUOQj1zileI=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzg5NjE5NDNlLTIyNTUtNGQyYi1iNWJmLTFmZjY4YzYzNjIxMC5qcGc=
Jagame Thandhiram,2020,NR,NR,Mystery & thriller/Action,NR,,https://www.rottentomatoes.com/m/jagame_thandhiram,https://resizing.flixster.com/4fbK8VoJBYKm2CxTfXe4yMtx75s=/206x305/v2/https://flxt.tmsimg.com/assets/p18013414_p_v10_aa.jpg
Instructions Not Included,2013,57,89,Comedy/Drama,PG-13,1h 55m,https://www.rottentomatoes.com/m/no_se_aceptan_devoluciones,https://resizing.flixster.com/eKuif-ptbxxL6-FXdYqeG0qg5gw=/206x305/v2/https://flxt.tmsimg.com/assets/p10094885_p_v10_ad.jpg
Bow Wow: Dog Tag and Papers Included,2008,NR,NR,Biography,NR,1h 4m,https://www.rottentomatoes.com/m/bow-wow-dog-tag-and-papers-included,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Mobile Suit Gundam: Char's Counterattack,1988,NR,86,Sci-fi/Anime,NR,2h,https://www.rottentomatoes.com/m/mobile_suit_gundam_chars_counterattack,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
*batteries not Included,1987,60,64,Sci-fi/Kids & family,PG,1h 46m,https://www.rottentomatoes.com/m/batteries_not_included,https://resizing.flixster.com/Jv76hu6I5G5TyzUOxdqdTvvwC5w=/206x305/v2/https://flxt.tmsimg.com/assets/p10536_p_v10_aa.jpg
Fatherhood,2021,68,NR,Comedy/Drama,PG-13,1h 50m,https://www.rottentomatoes.com/m/fatherhood_2021,https://resizing.flixster.com/HBI7Z7GZYUy2OL-lAGrDG4dKvZ8=/206x305/v2/https://resizing.flixster.com/u5ib_jvx4fxkp6cqu0ORW1adTJM=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzk2YmM1NTI5LTY5NGQtNDYyOC1iODMyLTQ5YjNhMGZhOTE5ZS5qcGc=
Fatherhood,2018,NR,NR,Documentary/Music,NR,,https://www.rottentomatoes.com/m/fatherhood_2019,https://resizing.flixster.com/6m8H7wJZlccN6chTnjZekwjdHpY=/206x305/v2/https://resizing.flixster.com/hFOG0XHWqajLiY5QF-Mfnl4Th9A=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzIxMzk0YjU5LWYzMDItNGE0OC05ODI0LWM1ZThkY2UyYzQwOS5qcGc=
Fatherhood 101,2013,NR,NR,Documentary,NR,1h 16m,https://www.rottentomatoes.com/m/fatherhood_101,https://resizing.flixster.com/0AW0aotz1_9V63o0RNFn7JTLIEk=/206x305/v2/https://flxt.tmsimg.com/assets/p10667465_p_v10_aa.jpg
From Fatherless to Fatherhood,2011,NR,NR,Drama,NR,1h 36m,https://www.rottentomatoes.com/m/from_fatherless_to_fatherhood_2012,https://resizing.flixster.com/IzquLNSBPPrf2-NTq3h1rSkHkvU=/206x305/v2/https://flxt.tmsimg.com/assets/p9450500_p_v10_aa.jpg
Fatherhood Dreams,2012,NR,NR,,NR,,https://www.rottentomatoes.com/m/fatherhood-dreams,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
A Family,2019,NR,NR,Comedy/Drama,NR,1h 34m,https://www.rottentomatoes.com/m/a_family_2019,https://resizing.flixster.com/i49iF9ASLcMb7MjHuV09zENgINg=/206x305/v2/https://resizing.flixster.com/X0yPsEDcVESXzXgRZZufIttbrCA=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzEzYmE0YTNmLWUxMjMtNDMxNy04ZTBmLTdhZTJlMzZhNWNkNi5qcGc=
The Headhunter's Calling,2016,13,59,Drama,R,1h 50m,https://www.rottentomatoes.com/m/a_family_man_2017,https://resizing.flixster.com/eg17w3qj0IHDYryPcE7q4lLPI0Q=/206x305/v2/https://flxt.tmsimg.com/assets/p14007424_p_v8_ai.jpg
Three Is a Family,1944,NR,NR,Comedy,NR,1h 21m,https://www.rottentomatoes.com/m/a_family_is_a_family_is_a_family_a_rosie_odonnell_celebration,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
A Family Affair,2015,73,NR,Documentary,NR,1h 50m,https://www.rottentomatoes.com/m/a_family_affair_2015,https://resizing.flixster.com/0FOT7hoguzK_uLwvMf8KZ6uqzzQ=/206x305/v2/https://flxt.tmsimg.com/assets/p13122408_p_v10_aa.jpg
A Family Thanksgiving,2010,NR,29,Other/Drama,TVPG,1h 24m,https://www.rottentomatoes.com/m/a_family_thanksgiving,https://resizing.flixster.com/RpfpCxkq8pZyAafRX4ngCUGv-7U=/206x305/v2/https://flxt.tmsimg.com/assets/p8350132_p_v8_aa.jpg
Vendetta: Secrets of a Mafia Bride,1991,NR,NR,Crime/Drama,R,1h 40m,https://www.rottentomatoes.com/m/a_family_matter,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
A Family Upside Down,1978,NR,NR,Drama,NR,1h 38m,https://www.rottentomatoes.com/m/a_family_upside_down,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
A Family Underground,2009,NR,71,Music/Documentary,R,1h 30m,https://www.rottentomatoes.com/m/a-family-underground,https://resizing.flixster.com/xk5Ss2os8AfljTndM202ZSHUVkA=/206x305/v2/https://flxt.tmsimg.com/assets/p15112619_p_v8_aa.jpg
A Family Lost,2007,NR,17,Adventure/Drama,TV14,1h 36m,https://www.rottentomatoes.com/m/a-family-lost,https://resizing.flixster.com/okDEZlAFuAsrGkXcCZpyC4KJt-M=/206x305/v2/https://flxt.tmsimg.com/assets/p167006_p_v10_aa.jpg
A Family Affair,1937,NR,36,Comedy,NR,1h 9m,https://www.rottentomatoes.com/m/a_family_affair_1937,https://resizing.flixster.com/5VZRtueM1X7nZaxZ_1xAa3acYtg=/206x305/v2/https://flxt.tmsimg.com/assets/p39748_p_v8_aa.jpg
A Family Torn Apart,1993,NR,59,Drama,TV14,1h 38m,https://www.rottentomatoes.com/m/a_family_torn_apart,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
A Family Secret,2006,NR,59,Comedy/Drama,NR,1h 26m,https://www.rottentomatoes.com/m/a_family_secret,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
A Muppet Family Christmas,1987,NR,81,,NR,,https://www.rottentomatoes.com/m/muppet_family_christmas,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
A Family Affair,2001,25,44,Comedy,NR,1h 48m,https://www.rottentomatoes.com/m/1123395-family_affair,https://resizing.flixster.com/f3WCrFnIdHQ9_g5ACG7Zwnsvs2Y=/206x305/v2/https://flxt.tmsimg.com/assets/p78789_v_h9_aa.jpg
Family of Cops,1995,NR,18,Crime/Mystery & thriller,TV14,1h 37m,https://www.rottentomatoes.com/m/a_family_of_cops,https://resizing.flixster.com/2hj09IDCWwJl2UQpeMdEcZbuA_k=/206x305/v2/https://flxt.tmsimg.com/assets/p17286_v_v4_ab.jpg
A Family Thing,1996,73,72,Drama,PG-13,1h 49m,https://www.rottentomatoes.com/m/family_thing,https://resizing.flixster.com/rvckmxawZtDn2OMXHzPUE5GkNjk=/206x305/v2/https://flxt.tmsimg.com/assets/p28979_v_h9_aa.jpg
Fantasy of the Girls,2018,NR,NR,Romance/Drama,NR,1h 44m,https://www.rottentomatoes.com/m/fantasy_of_the_girls,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Fan Girl,2015,NR,20,Comedy,NR,1h 40m,https://www.rottentomatoes.com/m/fan_girl,https://resizing.flixster.com/i1icMnfHlVFAHMV3hQgH7vtW5sE=/206x305/v2/https://flxt.tmsimg.com/assets/p12119786_p_v7_aa.jpg
One Hour Fantasy Girl,2009,NR,100,Mystery & thriller/Drama,NR,1h 29m,https://www.rottentomatoes.com/m/one_hour_fantasy_girl,https://resizing.flixster.com/S1wXIzsO20BwhNtGi2KwD18znjI=/206x305/v2/https://flxt.tmsimg.com/assets/p8124138_p_v8_aa.jpg
Weaving Girl,2009,NR,50,Drama,NR,1h 37m,https://www.rottentomatoes.com/m/dream-weavers-beijing-2008,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Puccini e la fanciulla,2008,NR,60,Drama,NR,1h 24m,https://www.rottentomatoes.com/m/puccini-and-the-young-girl,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
My Girl,2003,NR,93,Comedy,NR,1h 50m,https://www.rottentomatoes.com/m/fan-chan-my-girl,https://resizing.flixster.com/eAc0-hIIIP7gxbTSc69sA_CeLsE=/206x305/v2/https://flxt.tmsimg.com/assets/p9544793_p_v8_aa.jpg
Still Alice,2014,85,85,Drama,PG-13,1h 37m,https://www.rottentomatoes.com/m/still_alice,https://resizing.flixster.com/c7C9TL4Z_gJ-PI1ZUKnCSnpEvVg=/206x305/v2/https://flxt.tmsimg.com/NowShowing/142897/142897_aa.jpg
Alien: Covenant,2017,65,55,Sci-fi/Horror,R,2h 2m,https://www.rottentomatoes.com/m/alien_covenant,https://resizing.flixster.com/48fxUgpjUJblVCowofroD9pbAFM=/206x305/v2/https://resizing.flixster.com/jJmdAzuqv38qH0zF5b67O0iFtMo=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2Q0ZmY5MzAzLWYxNzAtNGYyOS1iMzQwLWIzYTM3YTg5NmVjNy53ZWJw
Alice Through the Looking Glass,2016,29,48,Adventure/Fantasy,PG,1h 53m,https://www.rottentomatoes.com/m/alice_in_wonderland_through_the_looking_glass,https://resizing.flixster.com/KEqgLExvelKFKu5kJ5wq_ODvQLM=/206x305/v2/https://resizing.flixster.com/KeIhWdF3ZV574LUAE0hGPVowyy4=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzAyNDQ2Y2E3LTgxNmEtNGIxZC1iMGIwLWQ5NDMxNGZlMmNkMy53ZWJw
Cowboys & Aliens,2011,44,43,Sci-fi/Western,PG-13,1h 58m,https://www.rottentomatoes.com/m/cowboys_and_aliens,https://resizing.flixster.com/ah6DxqjoOxc59ERQ82DdTpkOWO0=/206x305/v2/https://flxt.tmsimg.com/assets/p8223393_p_v10_ar.jpg
Monsters vs. Aliens,2009,73,59,Comedy/Sci-fi,PG,1h 34m,https://www.rottentomatoes.com/m/monsters_vs_aliens,https://resizing.flixster.com/4rwqE42lAgjvi41H4SHKrvMqdsM=/206x305/v2/https://flxt.tmsimg.com/NowShowing/72144/72144_aa.jpg
Aliens in the Attic,2009,33,43,Sci-fi/Kids & family,PG,1h 26m,https://www.rottentomatoes.com/m/aliens_in_the_attic,https://resizing.flixster.com/SIPhmnz5rsJ5d3apuSZFIPtGyZA=/206x305/v2/https://flxt.tmsimg.com/assets/p173598_p_v10_aa.jpg
Alice in Wonderland,2010,51,55,Kids & family/Adventure,PG,1h 49m,https://www.rottentomatoes.com/m/1221547-alice_in_wonderland,https://resizing.flixster.com/WkWJqh496xlgo08Euo478UFDBGg=/206x305/v2/https://flxt.tmsimg.com/assets/p3546062_p_v8_am.jpg
How to Lose Friends & Alienate People,2008,36,42,Comedy,R,1h 49m,https://www.rottentomatoes.com/m/how_to_lose_friends_and_alienate_people,https://resizing.flixster.com/N1mPT1znQwdAHn7XfRln5nv39yU=/206x305/v2/https://flxt.tmsimg.com/assets/p180745_p_v13_bd.jpg
Aliens vs. Predator: Requiem,2007,12,30,Mystery & thriller/Sci-fi,R,1h 34m,https://www.rottentomatoes.com/m/avp2,https://resizing.flixster.com/eUMkHYz6uh_bNKZM6SbOdO7iVZY=/206x305/v2/https://flxt.tmsimg.com/assets/p170964_p_v10_ab.jpg
D.O.A.: Dead or Alive,2006,33,36,Sci-fi/Sports & fitness,PG-13,1h 30m,https://www.rottentomatoes.com/m/doa_dead_or_alive,https://resizing.flixster.com/Jv2XTHTt2tFbv8F5f-FxW9yAg9s=/206x305/v2/https://flxt.tmsimg.com/assets/p161242_p_v13_av.jpg
Stay Alive,2006,10,55,Horror/Mystery & thriller,PG-13,1h 25m,https://www.rottentomatoes.com/m/10006370-stay_alive,https://resizing.flixster.com/ur6UwG36dRupZJuQt0bNMYt5N30=/206x305/v2/https://flxt.tmsimg.com/assets/p160503_v_h9_aa.jpg
Alien 3,1992,45,46,Sci-fi/Horror,R,1h 55m,https://www.rottentomatoes.com/m/alien3,https://resizing.flixster.com/ppResklamgtORBxe6mt362-Kqr0=/206x305/v2/https://flxt.tmsimg.com/NowShowing/2207/2207_aa.jpg
Ali,2001,68,65,History/Drama,R,2h 38m,https://www.rottentomatoes.com/m/ali,https://resizing.flixster.com/x8nq1yDwz4UTrLLoF2wGvsBQmsQ=/206x305/v2/https://flxt.tmsimg.com/assets/p28870_p_v10_ag.jpg
Alien Resurrection,1997,54,39,Sci-fi/Horror,R,1h 49m,https://www.rottentomatoes.com/m/alien_resurrection,https://resizing.flixster.com/N0Bg5_194GL4QtQUMpPLaRaxhmc=/206x305/v2/https://flxt.tmsimg.com/assets/p20180_p_v13_bg.jpg
Alien,1979,98,94,Sci-fi/Horror,R,1h 57m,https://www.rottentomatoes.com/m/alien,https://resizing.flixster.com/SROeX6pY6SNn-tLPpGzNM9AA-Es=/206x305/v2/https://flxt.tmsimg.com/assets/p2571_p_v13_as.jpg
Ali G Indahouse,2002,56,54,Comedy,R,1h 28m,https://www.rottentomatoes.com/m/ali-g-indahouse-the-movie,https://resizing.flixster.com/IyHdc7kF0IfiSbuQOQR3bSCI6kU=/206x305/v2/https://flxt.tmsimg.com/assets/p31712_p_v10_ae.jpg
Aliens,1986,97,94,Sci-fi/Horror,R,2h 17m,https://www.rottentomatoes.com/m/1000617-aliens,https://resizing.flixster.com/lj7DV6egWWy14Kq3uLcK_-0Pot4=/206x305/v2/https://flxt.tmsimg.com/assets/p9384_p_v10_as.jpg
Alien vs. Predator,2004,20,39,Sci-fi/Horror,PG-13,1h 40m,https://www.rottentomatoes.com/m/alien_vs_predator,https://resizing.flixster.com/fMqyGN-A0ibtwAGu7czpiiDelkg=/206x305/v2/https://flxt.tmsimg.com/assets/p34715_p_v10_aw.jpg
Alice in Wonderland,1951,81,78,Animation/Kids & family,G,1h 15m,https://www.rottentomatoes.com/m/1029112-alice_in_wonderland,https://resizing.flixster.com/czl63w765h6KaBb3vClXAkWkRkM=/206x305/v2/https://flxt.tmsimg.com/assets/p6646_p_v10_aa.jpg
Hans Brinker or the Silver Skates,1962,NR,57,Adventure,NR,1h 29m,https://www.rottentomatoes.com/m/hans_brinker_or_the_silver_skates,https://resizing.flixster.com/Zj3fgK3eGLh2ryCMazssfN7wBAk=/206x305/v2/https://flxt.tmsimg.com/assets/p42559_p_v13_ab.jpg
Security,2014,NR,NR,Drama,NR,11m,https://www.rottentomatoes.com/m/security_2015,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Armed Response,2013,NR,29,Comedy/Action,R,1h 30m,https://www.rottentomatoes.com/m/armed_response_2013,https://resizing.flixster.com/V4vau-_tDiQ0uuYFjIP1SbDICw4=/206x305/v2/https://flxt.tmsimg.com/assets/p10745582_p_v8_ab.jpg
National Security,2012,NR,100,Mystery & thriller/Drama,NR,1h 50m,https://www.rottentomatoes.com/m/namyeong_dong_1985,https://resizing.flixster.com/pulHEQaTSJmqFTiITbtItGhMo8k=/206x305/v2/https://flxt.tmsimg.com/assets/p10119366_p_v8_aa.jpg
War on Whistleblowers: Free Press and the National Security State,2013,60,69,Documentary,NR,1h 7m,https://www.rottentomatoes.com/m/war_on_whistleblowers_free_press_and_the_national_security_state,https://resizing.flixster.com/zSHdavX-rd1WuFxswpmVkRcresY=/206x305/v2/https://flxt.tmsimg.com/assets/p9976883_p_v13_aa.jpg
Lockout,2012,37,46,Sci-fi/Mystery & thriller,PG-13,1h 35m,https://www.rottentomatoes.com/m/lockout_2012,https://resizing.flixster.com/3pLltLEQv1vfM46ymBXz7cUWjVQ=/206x305/v2/https://flxt.tmsimg.com/assets/p8889962_p_v10_aa.jpg
N-Secure,2010,20,45,Drama,R,1h 56m,https://www.rottentomatoes.com/m/n_secure_2010,https://resizing.flixster.com/vp7sAn_lUK-H2eh5w4H7kf8gojE=/206x305/v2/https://flxt.tmsimg.com/assets/p8260345_v_h9_aa.jpg
Security,2003,NR,NR,Comedy,NR,1h 35m,https://www.rottentomatoes.com/m/security,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Jamie Foxx: I Might Need Security,2001,NR,66,,NR,,https://www.rottentomatoes.com/m/jamie-foxx-i-might-need-security,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Homeland Security,2004,NR,18,Drama,R,1h 36m,https://www.rottentomatoes.com/m/homeland_security,https://resizing.flixster.com/iddK9Vt3O5Q96vWA1JDhUey9esk=/206x305/v2/https://flxt.tmsimg.com/assets/p84161_p_v8_aa.jpg
Joint Security Area,2000,88,91,Mystery & thriller/Drama,NR,1h 47m,https://www.rottentomatoes.com/m/jsa-joint-security-area-aka-gongdong-gyeongbi-guyeok,https://resizing.flixster.com/oENS9KIxuuusechPTU8uoYGqHSk=/206x305/v2/https://flxt.tmsimg.com/assets/p80518_p_v10_aa.jpg
National Security,2003,11,45,Comedy/Action,PG-13,1h 28m,https://www.rottentomatoes.com/m/national_security,https://resizing.flixster.com/_S3c7q8f1NtWpUIgsEvlSYDfxXM=/206x305/v2/https://flxt.tmsimg.com/assets/p31323_p_v10_an.jpg
Lowriders,2016,57,61,Drama,PG-13,1h 39m,https://www.rottentomatoes.com/m/lowriders_2017,https://resizing.flixster.com/p8Xl9ENBGkuy5mYr0kUzk0qRVYo=/206x305/v2/https://resizing.flixster.com/c033jX2uFIpT-a0RYrLxWJL4R90=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2Y5MjY0ZjhmLThhM2ItNDI2NS1iOGZkLWE0YzA3OWI3N2IyMy53ZWJw
American Lowrider,2013,NR,NR,Comedy,R,1h 30m,https://www.rottentomatoes.com/m/lean_like_a_cholo,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
The Broken Circle Breakdown,2012,83,85,Romance/Music,NR,1h 52m,https://www.rottentomatoes.com/m/the_broken_circle_breakdown,https://resizing.flixster.com/FVhHQvRZCve-EUskst5mJBws5VI=/206x305/v2/https://flxt.tmsimg.com/assets/p9913539_p_v8_aa.jpg
Good on Paper,2021,NR,NR,Comedy,R,1h 32m,https://www.rottentomatoes.com/m/good_on_paper,https://resizing.flixster.com/U5hbG-64u20Bcl620FB3JDtYWI4=/206x305/v2/https://resizing.flixster.com/prAo3oW6g4lrgj-ptg_YOJu_soY=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzUwYmJiYWU4LWQyMTMtNGY0Mi04NzkzLTQ4MjhkZDY5MjI5OS5qcGc=
Murder By The Coast,2021,NR,NR,Crime/Documentary,NR,1h 28m,https://www.rottentomatoes.com/m/murder_by_the_coast,https://resizing.flixster.com/D5KGWPjxBof2yd4vw8KycuN4iyk=/206x305/v2/https://resizing.flixster.com/MuymyuqEXLFjfbpjctbzHmm5CQQ=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzcxZTBlNTc5LWFjM2ItNGU2Mi1hNWU0LWFmZDJkMTIwN2Y3ZC5qcGc=
The House of Flowers: The Movie,2021,NR,NR,Comedy,NR,1h 26m,https://www.rottentomatoes.com/m/the_house_of_flowers_the_movie,https://resizing.flixster.com/hfPWtrgrvpQ__QnQDUo0A5wOBMw=/206x305/v2/https://resizing.flixster.com/qj9w0A4JsODbz9JOvHONVfbfo-0=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2JjMjAwOWEyLTBjNTQtNDI1ZC05NTY5LTMxMjRhZWUwMmEwMC5qcGc=
Sisters on Track,2021,NR,NR,Documentary,PG,1h 36m,https://www.rottentomatoes.com/m/sisters_on_track,https://resizing.flixster.com/wToRIlo6-c_5AsngKfjBl7efh1w=/206x305/v2/https://resizing.flixster.com/M3ywdfGiLkhSf5BUd3JpTwS1iyk=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzJkNDBiZDVjLTE1MDYtNDJhOS04YzY1LTdiYWMzMzEyODlmMi5qcGc=
The Seventh Day,2021,10,17,Horror,R,1h 27m,https://www.rottentomatoes.com/m/the_seventh_day_2021,https://resizing.flixster.com/NTGA_qTS9_gYBn58xFo-6x6-NNM=/206x305/v2/https://resizing.flixster.com/e0uRbHqfAMnF4LbUGOTe-Ch-GS4=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzliMDgzMmNjLTFlNjEtNDkxZi05NGMyLTUzZjE3NzFkODk2OS5qcGc=
The Ice Road,2021,NR,NR,Mystery & thriller/Action,PG-13,,https://www.rottentomatoes.com/m/the_ice_road,https://resizing.flixster.com/ho0WZnE5D-UDCY2z6Sbvl8s1QOg=/206x305/v2/https://resizing.flixster.com/_FhDP296d1NG3xDF2WgsUy8P1Cc=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzgyMGUyMzU3LWY0MTgtNGY3ZC04OTUzLTExMzlhZWRiMGI2ZC5qcGc=
Wonder Boy,2019,NR,NR,Documentary,NR,1h 22m,https://www.rottentomatoes.com/m/wonder_boy_2019,https://resizing.flixster.com/r7nOhkdtar-pcVjscUj4U7AjmJc=/206x305/v2/https://resizing.flixster.com/eStvFxDh-Aj994MObbeviwZdIeQ=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzc0Njc2ZWZiLWYyZDUtNDg0Mi05MTQwLTc0YTMxNjc5MzMwNy5qcGc=
Killing Them Softly,2012,74,44,Crime/Drama,R,1h 37m,https://www.rottentomatoes.com/m/killing_them_softly,https://resizing.flixster.com/QEWV7oUzryVV7XlZ72b47d2P784=/206x305/v2/https://flxt.tmsimg.com/assets/p9128492_p_v13_ai.jpg
Wonder Boy for President,2016,NR,NR,Comedy,NR,1h 29m,https://www.rottentomatoes.com/m/wonder_boy_for_president,https://resizing.flixster.com/v_EHyC0qOEBwY4qO1Xxseo7TkqI=/206x305/v2/https://resizing.flixster.com/b8dx-ZN1PONRipRk6VHPHr848So=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzFiYzVhMzg5LThkZWUtNDE0My1iMGUwLWRjMWJmNmUzZmJlNy53ZWJw
America: The Motion Picture,2021,NR,NR,Comedy/Animation,NR,1h 38m,https://www.rottentomatoes.com/m/america_the_motion_picture,https://resizing.flixster.com/MVBkEkE4ujJ3W2T0qgnBatbXBXM=/206x305/v2/https://resizing.flixster.com/ZCvsBVh7BXIw5EPUvk_UJjgCJt8=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzBkMmEwYTViLTk5NTctNGFiOC1hZWZjLWYyZWZjZWYzMjY2MS5qcGc=
A Girl's Deranged Goodbye,2020,NR,NR,Mystery & thriller,NR,1h 33m,https://www.rottentomatoes.com/m/a_girls_deranged_goodbye,https://resizing.flixster.com/tsdgrBCYECCiMs6L-QR9MtdmN84=/206x305/v2/https://flxt.tmsimg.com/assets/p19166362_p_v10_aa.jpg
