Title,Year,Critic_score,Audience_score,Title_category,Rating,Runtime,URL,Poster_URL
13 Hours: The Secret Soldiers of Benghazi,2016,51,82,War/Mystery & thriller,R,2h 24m,https://www.rottentomatoes.com/m/13_hours_the_secret_soldiers_of_benghazi,https://resizing.flixster.com/baTkZJNTM3E3rY_K95z9r7Dros8=/206x305/v2/https://resizing.flixster.com/zRr9bvlIPH2j5QMYRTcv5nbV8S4=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzY2MmNlY2E0LTAzN2EtNDEzNS05NGM4LTBmYjQ5NDAwNWUwOS53ZWJw
Ben-Hur,2016,25,53,Drama/History,PG-13,2h 5m,https://www.rottentomatoes.com/m/ben_hur_2016,https://resizing.flixster.com/IKNcEGGl8PJgvWb-N6bFfsJKRo8=/206x305/v2/https://resizing.flixster.com/6J4nWnbj5wI49zKilVNbUKBtdeU=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzNhYzIxZGE5LWRmMTgtNDg1My1hNzIzLWEzY2EyZDI3MTE4YS53ZWJw
Ben 10: Destroy All Aliens,2012,NR,81,Sci-fi/Kids & family,TVY7,1h 30m,https://www.rottentomatoes.com/m/ben_10_destroy_all_aliens,https://resizing.flixster.com/6Tyi_ZFcJVTtEF0MwxTEqmzMsCY=/206x305/v2/https://flxt.tmsimg.com/assets/p9155413_p_v10_ab.jpg
Friends With Benefits,2011,68,65,Romance,R,1h 49m,https://www.rottentomatoes.com/m/friends_with_benefits,https://resizing.flixster.com/s8BnY0xP6GCJwyPvytvwHMwLjt0=/206x305/v2/https://flxt.tmsimg.com/assets/p8405003_p_v13_au.jpg
Ben 10: Alien Swarm,2009,NR,47,Sci-fi/Adventure,TVPG,1h 30m,https://www.rottentomatoes.com/m/ben_10_alien_swarm,https://resizing.flixster.com/5CpnmHsT0vVKnaQ2-w8AVhPRSKI=/206x305/v2/https://flxt.tmsimg.com/assets/p7883779_p_v13_aa.jpg
Terror From Beneath the Earth,2009,NR,38,Comedy/Horror,NR,1h 8m,https://www.rottentomatoes.com/m/terror-from-beneath-the-earth,https://resizing.flixster.com/CRsV7gUgU4BdQIstJ6Vop7AG8z0=/206x305/v2/https://flxt.tmsimg.com/assets/p3557306_p_v13_aa.jpg
Ben 10: Race Against Time,2007,NR,47,Adventure/Fantasy,TVPG,1h 12m,https://www.rottentomatoes.com/m/ben_10_race_against_time,https://resizing.flixster.com/iUQNFw4xwEiZyR3O3svVzQsgoBU=/206x305/v2/https://flxt.tmsimg.com/assets/p175504_p_v10_aa.jpg
Ben 10: Secret of the Omnitrix,2007,NR,79,Animation/Kids & family,TVY7,1h 12m,https://www.rottentomatoes.com/m/ben-10-secret-of-the-omnitrix,https://resizing.flixster.com/1u6XI_WpSyBMWYDWYbyfaxrbfyw=/206x305/v2/https://flxt.tmsimg.com/assets/p172144_v_v4_ab.jpg
Ben X,2007,69,80,Drama,NR,1h 33m,https://www.rottentomatoes.com/m/10009212-ben_x,https://resizing.flixster.com/lyN5ha1VzlikEd7yhbF17Ankbt0=/206x305/v2/https://flxt.tmsimg.com/assets/p180270_p_v10_aa.jpg
The Curious Case of Benjamin Button,2008,71,80,Romance/Fantasy,PG-13,2h 47m,https://www.rottentomatoes.com/m/curious_case_of_benjamin_button,https://resizing.flixster.com/TMjb7SJgwoawp3TSS6d8AXhgEoU=/206x305/v2/https://flxt.tmsimg.com/assets/p170920_p_v10_aa.jpg
Futurama: Bender's Big Score,2007,100,80,Comedy/Sci-fi,NR,1h 28m,https://www.rottentomatoes.com/m/futurama_the_movie_benders_big_score,https://resizing.flixster.com/TqYVjEzv2lNEB3io-0m2xThOjho=/206x305/v2/https://flxt.tmsimg.com/assets/p177683_v_v10_aa.jpg
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,91,79,Comedy,R,1h 24m,https://www.rottentomatoes.com/m/borat,https://resizing.flixster.com/e4KOg_6M0fphOoW4UdzQESyEyWo=/206x305/v2/https://flxt.tmsimg.com/assets/p161918_p_v8_aa.jpg
The Benchwarmers,2006,13,64,Comedy,PG-13,1h 25m,https://www.rottentomatoes.com/m/benchwarmers,https://resizing.flixster.com/o-BD-2mbFKTeJcoobvK59BBE_mE=/206x305/v2/https://flxt.tmsimg.com/NowShowing/47798/47798_ab.jpg
Private Benjamin,1980,82,60,Comedy,R,1h 49m,https://www.rottentomatoes.com/m/private_benjamin,https://resizing.flixster.com/9Z34Ah949MOOBmsYtmrtTFXm8gM=/206x305/v2/https://flxt.tmsimg.com/assets/p581_p_v10_ao.jpg
What Lies Beneath,2000,47,58,Mystery & thriller/Drama,PG-13,2h 6m,https://www.rottentomatoes.com/m/what_lies_beneath,https://resizing.flixster.com/-FbjCoiR86DJnD5JPHbEsBKu6-o=/206x305/v2/https://resizing.flixster.com/LcBaM0lwAisKaNhsSdcVRQoonEE=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzY2NzE3OTBkLTUyMDAtNGMzNC04MGZhLTI2ODI4ZTRlZDI2My53ZWJw
Bend It Like Beckham,2002,85,73,Comedy,PG-13,1h 52m,https://www.rottentomatoes.com/m/bend_it_like_beckham,https://resizing.flixster.com/ZpsYs8oFoq_FgAzABu8ACe4zeQE=/206x305/v2/https://flxt.tmsimg.com/assets/p30451_p_v8_aa.jpg
Benny & Joon,1993,76,85,Romance,PG,1h 38m,https://www.rottentomatoes.com/m/benny_and_joon,https://resizing.flixster.com/0aC0kXyjfFV04FhByOexbSNXKqQ=/206x305/v2/https://flxt.tmsimg.com/assets/p14675_p_v13_ao.jpg
Ben-Hur,1959,86,89,History/Adventure,G,3h 23m,https://www.rottentomatoes.com/m/benhur,https://resizing.flixster.com/s3X0gg3e9AvXDUw2ieuRFeX2nZs=/206x305/v2/https://flxt.tmsimg.com/assets/p2899_p_v10_ac.jpg
The Last of the Finest,1990,NR,24,Action,R,1h 46m,https://www.rottentomatoes.com/m/last_of_the_finest,https://resizing.flixster.com/PzQiW6r66Uu2_Sc3DS-XfjeHSQQ=/206x305/v2/https://flxt.tmsimg.com/assets/p12190_p_v8_aa.jpg
Manifest Destiny Down: Spacetime,2019,NR,NR,Romance,NR,1h 41m,https://www.rottentomatoes.com/m/manifest_destiny_down_spacetime_2019,https://resizing.flixster.com/vkCNrmefZYMCS_iTGZWqQCIpzc0=/206x305/v2/https://flxt.tmsimg.com/assets/p17405497_v_h9_aa.jpg
Therese Desqueyroux,1962,NR,NR,Drama,NR,1h 49m,https://www.rottentomatoes.com/m/therese_1962,https://resizing.flixster.com/SmJF82ktXmSRBdeEOM3uBUqjRMM=/206x305/v2/https://flxt.tmsimg.com/assets/p179240_v_v10_aa.jpg
Lupin III: The First,2019,95,88,Comedy/Adventure,NR,1h 33m,https://www.rottentomatoes.com/m/lupin_iii_the_first,https://resizing.flixster.com/lupVbfMuppMuTfjMZeR9jVaW6SU=/206x305/v2/https://resizing.flixster.com/Yk9lA2PiGXWqmwM4oLcJK5hn2Vk=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzNkMzUwNDkxLTZiMjQtNDc5MC05Yzc2LTBhY2VkMTgwMmFiNC5qcGc=
Lupin the Third: Fujiko Mine's Lie,2019,NR,NR,Crime/Anime,NR,57m,https://www.rottentomatoes.com/m/lupin_the_third_fujiko_mines_lie,https://resizing.flixster.com/6Ejx6ua9y-JDxdS04UP80is2V-s=/206x305/v2/https://resizing.flixster.com/t2wpSpUFLh0sgglXrY5_l_sGj_U=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzFiZTY5ZThjLWRmNDAtNGVkYy1hMTE2LWU3YzU0YWVjYTMxNC53ZWJw
Let's Eat!,2016,NR,20,,NR,,https://www.rottentomatoes.com/m/lets_eat,https://resizing.flixster.com/bbX2H5T_TGyAbUrgK_k7JAhxF0g=/206x305/v2/https://resizing.flixster.com/EEBltQginVLoYHZVV8djydD9n9I=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzYzYTQwZDkyLTljYzAtNGFhYS1iMGZiLWJmODA5ZWI4Mzk4MS53ZWJw
A Working Mom's Nightmare,2018,NR,NR,Mystery & thriller,TV14,1h 30m,https://www.rottentomatoes.com/m/a_working_moms_nightmare,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Black Lightning,2009,NR,54,Sci-fi/Adventure,NR,1h 39m,https://www.rottentomatoes.com/m/black_lightning_2009,https://resizing.flixster.com/kWi0LA--vqDi9ZDwNHr_2pX6_R8=/206x305/v2/https://flxt.tmsimg.com/assets/p8331972_p_v10_aa.jpg
A Working Mom,2006,NR,NR,Documentary,NR,1h 17m,https://www.rottentomatoes.com/m/ima_hozeret_habayta,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Iliza: Elder Millennial,2018,60,67,,NR,,https://www.rottentomatoes.com/m/iliza_shlesinger_elder_millennial,https://resizing.flixster.com/54X4i0woVBvP3LR5m4F2TgBfFqo=/206x305/v2/https://resizing.flixster.com/7-uB4NVyfwYUQzsTfqTuHqpi3CM=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzBiZDJiNzk3LTNkMWEtNDEzNy1iY2NjLThkYTQzMzQyYzY5OS53ZWJw
My Millennial Life,2016,NR,NR,Documentary,NR,1h 20m,https://www.rottentomatoes.com/m/my_millennial_life,https://resizing.flixster.com/e7LqF2dHUvlUwuS3YI4CExRVy34=/206x305/v2/https://resizing.flixster.com/xMXmo4dJ8ghxQCtf8TC8RNS0PT4=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzFmYzg2ZmI3LWM1ZmUtNDZhYy1hNmI2LWQ4YThjMzc0MWViZi53ZWJw
Let Them Eat Rock,2004,NR,NR,Documentary,NR,1h 29m,https://www.rottentomatoes.com/m/let-them-eat-rock,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Beyond Evil: The Dead of Night,2015,NR,NR,Horror/Mystery & thriller,NR,1h 23m,https://www.rottentomatoes.com/m/beyond_evil_the_dead_of_night,https://resizing.flixster.com/8b8-xsTJGDioR8NAKz19pJ15yfg=/206x305/v2/https://resizing.flixster.com/kuN58vHhcqghe1jOrLdWdVJkYc8=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzRkNTI5Njg1LTIyMTktNGU3MC05NTJkLTNjZTE0N2VlYjg4Mi53ZWJw
Beyond Good & Evil,2007,NR,50,Mystery & thriller/Action,NR,1h 15m,https://www.rottentomatoes.com/m/beyond-good-and-evil,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Tower of Evil,1972,NR,37,Horror,R,1h 26m,https://www.rottentomatoes.com/m/tower_of_evil,https://resizing.flixster.com/0m7zfCg1mMpQ6feTjkOlxi7nOjI=/206x305/v2/https://flxt.tmsimg.com/assets/p1967_p_v8_aa.jpg
Beyond Evil,1980,NR,9,Horror,R,1h 34m,https://www.rottentomatoes.com/m/beyond_evil,https://resizing.flixster.com/h_JGD-FU7lL8zqY9tHM79tNlyDQ=/206x305/v2/https://flxt.tmsimg.com/assets/p39120_p_v8_ab.jpg
Lupin the Third,2014,NR,42,Comedy/Adventure,NR,2h 8m,https://www.rottentomatoes.com/m/lupin_iii,https://resizing.flixster.com/6kwdt4NzqZoP4m1-M6mBH-0L9xQ=/206x305/v2/https://flxt.tmsimg.com/assets/p11927310_p_v10_ad.jpg
Lupin III: Operation Return the Treasure,2003,NR,NR,Adventure/Anime,NR,1h 30m,https://www.rottentomatoes.com/m/lupin_iii_operation_return_the_treasure,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Arsène Lupin,2004,NR,20,Adventure,NR,2h 11m,https://www.rottentomatoes.com/m/arsene_lupin_contre_arsene_lupin_2010,https://resizing.flixster.com/YnwPVoOxM5_JN45M-GvNZgU7t3A=/206x305/v2/https://flxt.tmsimg.com/assets/p162441_p_v10_aq.jpg
Lupin the 3rd: Legend of Gold Babylon,1985,NR,17,Anime/Action,NR,1h 40m,https://www.rottentomatoes.com/m/rupan_iii_legend_of_the_gold_of_babylon,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Secret of the Twilight Gemini,1989,NR,NR,Anime/Action,NR,1h 40m,https://www.rottentomatoes.com/m/lupin-the-3rd-the-secret-of-twilight-gemini,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Lupin the 3rd: The Fuma Conspiracy,1987,NR,NR,Animation/Adventure,NR,1h 14m,https://www.rottentomatoes.com/m/lupin_iii_the_fuma_conspiracy,https://resizing.flixster.com/Wqhlib_YM69MPSlwUe7A8DQrFUo=/206x305/v2/https://resizing.flixster.com/PkfFIphF3rHtZP-mAJwk9gtTG7w=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzQ2ZDk4N2EwLWEwZGUtNGQ3YS04MDVmLWRlY2FhYWY4OGQxNS53ZWJw
Adventures of Arsene Lupin,1957,NR,80,Drama,NR,2h,https://www.rottentomatoes.com/m/the_adventures_of_arsene_lupin,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Arsene Lupin,1932,NR,52,Crime/Drama,NR,1h 24m,https://www.rottentomatoes.com/m/arsene-lupin-1932,https://resizing.flixster.com/8t8MiTBCoCsPCeNse3KLD-aMAXE=/206x305/v2/https://flxt.tmsimg.com/assets/p4992_p_v7_aa.jpg
The Castle of Cagliostro,1979,95,88,Adventure/Anime,NR,1h 40m,https://www.rottentomatoes.com/m/lupin_iii_the_castle_of_cagliostro,https://resizing.flixster.com/eOh5PpaSUnpxat3ltzAeQDuMutI=/206x305/v2/https://flxt.tmsimg.com/assets/p8116000_p_v10_ab.jpg
The Lives of Therese,2016,NR,NR,Documentary,NR,55m,https://www.rottentomatoes.com/m/les_vies_de_therese_2016,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Les vies de Thérèse,2016,NR,NR,,NR,,https://www.rottentomatoes.com/m/les_vies_de_therese,https://resizing.flixster.com/fRui9JdnMRE80JHyg8DY_jhya7U=/206x305/v2/https://resizing.flixster.com/qaydEPx-THmXA5tTqudlFxr9iZs=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzMyZDg0OWRhLTZmOWYtNDdiZS1hZDQ3LWJlYzg2ZGI1OGUxOS53ZWJw
Therese,2013,41,34,Mystery & thriller/Drama,R,1h 42m,https://www.rottentomatoes.com/m/in_secret,https://resizing.flixster.com/_jztWY1fwiorUZCCcRRLcn8EZ_0=/206x305/v2/https://flxt.tmsimg.com/assets/p9336163_v_h9_ae.jpg
Thérèse,2012,52,37,Drama,NR,1h 50m,https://www.rottentomatoes.com/m/therese_desqueyroux_2012,https://resizing.flixster.com/_gB6TaFqabOW8OpOMIh6rlemKZI=/206x305/v2/https://flxt.tmsimg.com/assets/p9598146_p_v8_ad.jpg
Therese and Isabelle,1968,55,58,Drama,NR,1h 58m,https://www.rottentomatoes.com/m/therese_and_isabell,https://resizing.flixster.com/Wv9QxzP3Q6a9v3BoO2uvZqV4U0c=/206x305/v2/https://flxt.tmsimg.com/assets/p55694_p_v8_aa.jpg
Miracle of Saint Therese,1959,NR,NR,,NR,,https://www.rottentomatoes.com/m/miracle-of-st-thrse,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Thérèse,2004,11,78,Drama/Biography,PG,1h 36m,https://www.rottentomatoes.com/m/therese_the_story_of_saint_therese_of_lisieux,https://resizing.flixster.com/Z4UrioXifmdwjwE62xwXYI69HXo=/206x305/v2/https://flxt.tmsimg.com/assets/p35176_v_v9_aa.jpg
The Adultress,1953,NR,81,Drama,NR,1h 50m,https://www.rottentomatoes.com/m/therese_raquin_1953,https://resizing.flixster.com/pJ46hsYle_DoX2aag-EFT8_0DAg=/206x305/v2/https://flxt.tmsimg.com/assets/p93668_p_v8_aa.jpg
Thérèse,1986,86,84,Drama,NR,1h 30m,https://www.rottentomatoes.com/m/therese,https://resizing.flixster.com/K--BwC1iAJpjZpshJphzStjh3ik=/206x305/v2/https://flxt.tmsimg.com/assets/p12444_p_v8_aa.jpg
The Gilligan Manifesto,2016,20,86,Documentary,NR,1h 25m,https://www.rottentomatoes.com/m/the_gilligan_manifesto,https://resizing.flixster.com/RXBYavxl_5zW_6KimD1D8UaQZfA=/206x305/v2/https://resizing.flixster.com/E9i_7qtuplYjJZ_rrBsxcfwiE5U=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2M2ZjNhOTk1LWM2ZmMtNDQ2ZC05ZTk3LTI4MzJkNzc1ZjgyZS53ZWJw
Manifesto,2015,75,54,Comedy/Drama,NR,1h 35m,https://www.rottentomatoes.com/m/manifesto_2017,https://resizing.flixster.com/cNzxcwKWPvQsm1paXId6mk6_XgQ=/206x305/v2/https://resizing.flixster.com/aVqcIyAw6-zlpKc1NGn-lU9zApc=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzcwZWI3NGYxLWM1MjMtNGNiYi1iMWQ3LTI0Y2UwNzE0MGEwNy53ZWJw
Pocha: Manifest Destiny,2015,67,55,Crime/Mystery & thriller,R,1h 24m,https://www.rottentomatoes.com/m/hostile_border,https://resizing.flixster.com/9Sjv21u3cGr07wqZTVtRBeg-6mw=/206x305/v2/https://resizing.flixster.com/cxnATW45mPXKBjTykUIh0C-pjes=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2Y0ZmQ0MDA1LTJlYWQtNDQ5OS05OWU2LWI3Y2JlYmM4Yzc2ZS53ZWJw
No Manifesto: A Film About Manic Street Preachers,2015,67,47,Music/Documentary,NR,1h 36m,https://www.rottentomatoes.com/m/no_manifesto_a_film_about_manic_street_preachers,https://resizing.flixster.com/uvfVzpU9CM08LjZP9MS8JT4VGug=/206x305/v2/https://flxt.tmsimg.com/assets/p11455263_p_v8_aa.jpg
Sex Magic: Manifesting Maya,2010,NR,17,Documentary,NR,1h 17m,https://www.rottentomatoes.com/m/sex_magic,https://resizing.flixster.com/gIlVp1SGf1dVsWamkKHDwBFLchI=/206x305/v2/https://flxt.tmsimg.com/assets/p8105235_v_h9_ac.jpg
RiP! A Remix Manifesto,2009,42,74,Music/Documentary,NR,1h 20m,https://www.rottentomatoes.com/m/rip_a_remix_manifesto,https://resizing.flixster.com/JOBqunDqxh0zIEQoOlU--kCJK2E=/206x305/v2/https://flxt.tmsimg.com/assets/p197770_p_v8_aa.jpg
Cine Manifest,2006,NR,NR,Documentary,NR,1h 15m,https://www.rottentomatoes.com/m/cine-manifest,https://resizing.flixster.com/mfC-4TtD8uCkcu5yrAsA9d4z5tU=/206x305/v2/https://flxt.tmsimg.com/assets/p169568_v_h9_aa.jpg
Manifesto,1988,NR,67,Comedy,R,1h 30m,https://www.rottentomatoes.com/m/manifesto1989,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Manifesto,2015,NR,NR,Drama,NR,1h 20m,https://www.rottentomatoes.com/m/manifesto,https://resizing.flixster.com/bJMUc1F22-tFSvtD0rfJwfBj4Ak=/206x305/v2/https://flxt.tmsimg.com/assets/p19341136_p_v8_aa.jpg
Black Summer,2018,NR,37,,NR,,https://www.rottentomatoes.com/m/black_summer,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Atlas Shrugged: Who Is John Galt?,2014,0,40,Drama,PG-13,1h 39m,https://www.rottentomatoes.com/m/atlas_shrugged_who_is_john_galt,https://resizing.flixster.com/lEPHyjl9RmLHBnAaphFRlu22xis=/206x305/v2/https://flxt.tmsimg.com/assets/p10962787_p_v8_ab.jpg
The Girl With All the Gifts,2016,85,67,Mystery & thriller/Horror,R,1h 51m,https://www.rottentomatoes.com/m/the_girl_with_all_the_gifts,https://resizing.flixster.com/igc8Wq0L3bD23Coe8b-8EndWpyc=/206x305/v2/https://resizing.flixster.com/eTqQ88VZy7KggyuX4k0QSC3vfOA=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzL2RmYTcxYjMwLTQzNmMtNDQ1ZC1hZGQ1LTY0Y2NmNjgwMDVjZC53ZWJw
Elite squad,2018,NR,NR,,NR,,https://www.rottentomatoes.com/m/elite_squad_2018,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Elite,2017,NR,62,Action,NR,1h 30m,https://www.rottentomatoes.com/m/elite_2016,https://resizing.flixster.com/g5rh__h52g8jeeAp0mcsA6P6mi4=/206x305/v2/https://flxt.tmsimg.com/assets/p13779377_p_v8_aa.jpg
Killer Elite,2011,28,42,Mystery & thriller/Action,R,1h 57m,https://www.rottentomatoes.com/m/killer_elite_2011,https://resizing.flixster.com/RMZH6XUcpw-A9bK8Bh-eacZ1v9A=/206x305/v2/https://flxt.tmsimg.com/assets/p8712034_p_v13_ax.jpg
Elite Squad 2,2010,91,91,Crime/Drama,NR,1h 56m,https://www.rottentomatoes.com/m/elite_squad_the_enemy_within,https://resizing.flixster.com/TX7om0iCLwIJ-RfV58MyBeAi2Wg=/206x305/v2/https://flxt.tmsimg.com/assets/p8561034_p_v8_aa.jpg
The Mole Agent,2020,94,85,Documentary,NR,1h 30m,https://www.rottentomatoes.com/m/the_mole_agent,https://resizing.flixster.com/qV2FG3r-Fhu2eus-Jv2HKS-a0Wo=/206x305/v2/https://resizing.flixster.com/nbSKIJ3iDI3HfsFObJ85DQY1BSk=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzQwN2Y1ZGI5LTE5YzEtNDM3Zi1iNGJiLTY2NTM3MjIzMDhlNC53ZWJw
Jive Chicken,2001,NR,NR,Comedy,NR,1h 29m,https://www.rottentomatoes.com/m/jive_chicken,https://resizing.flixster.com/DKq62et5FDSQ-xLXJjgio1wDgLE=/206x305/v2/https://flxt.tmsimg.com/assets/p77364_v_h9_aa.jpg
Jive Junction,1944,NR,NR,Musical,NR,1h 2m,https://www.rottentomatoes.com/m/jive_junction,https://resizing.flixster.com/cSv5zhqSXD2RfWWhYSiOrhWy2UA=/206x305/v2/https://flxt.tmsimg.com/assets/p55963_p_v8_aa.jpg
Raya and the Last Dragon,2021,95,97,Animation/Kids & family,PG,1h 48m,https://www.rottentomatoes.com/m/raya_and_the_last_dragon,https://resizing.flixster.com/HWru5dU96HaJ3aYzA-Ai01bRQIc=/206x305/v2/https://resizing.flixster.com/FAt-6N_osGDgdqTnGhCHkZjyULo=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzZmYmI5YmZhLTUyMTktNDEwNy1iMjM3LWI2NTEwY2EzNmNkOC5qcGc=
Ray & Liz,2018,96,NR,Drama,NR,1h 48m,https://www.rottentomatoes.com/m/ray_and_liz,https://resizing.flixster.com/w8wRCv0k6qjNvtjHAtmXeAgEhys=/206x305/v2/https://resizing.flixster.com/z7l7jVCrWtqzTkmLdtt7bdebyj8=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzg1ZmJiNWMyLWY3ODEtNDZkNS1iNjRkLWYxYjBkNDg2NDM1My53ZWJw
Ray Meets Helen,2017,43,80,Romance/Drama,NR,1h 40m,https://www.rottentomatoes.com/m/ray_meets_helen,https://resizing.flixster.com/FP-UPso_nA5fH5lH7yQpwqMxipk=/206x305/v2/https://resizing.flixster.com/2Gq3eCkvH0H2HbfVBApizMIFKPs=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzA4YzY4N2MxLTBkOTktNDQyOS04ZTBhLTkwYTk0MmRlZDAyMi53ZWJw
Ray Harker,2015,NR,NR,Mystery & thriller,NR,1h 20m,https://www.rottentomatoes.com/m/ray_harker,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Camp X-Ray,2014,75,63,Drama,R,1h 57m,https://www.rottentomatoes.com/m/camp_x_ray,https://resizing.flixster.com/BUBrgsnExQf5o2Z2aVOlu2f8M60=/206x305/v2/https://flxt.tmsimg.com/assets/p10401294_p_v13_ah.jpg
Ray Harryhausen: Special Effects Titan,2011,92,71,Documentary,NR,1h 30m,https://www.rottentomatoes.com/m/ray_harryhausen_special_effects_titan,https://resizing.flixster.com/TyNIuXuksLJhZIuboSU99rXNcZQ=/206x305/v2/https://flxt.tmsimg.com/assets/p9601102_p_v10_aa.jpg
Ray: Life and Work of Satyajit Ray,1999,NR,NR,Documentary,NR,1h 45m,https://www.rottentomatoes.com/m/ray_2011,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
Ray,2004,79,87,History/Drama,PG-13,2h 33m,https://www.rottentomatoes.com/m/ray,https://resizing.flixster.com/YiGA7klMSpaASX71pxDIyzLjhE0=/206x305/v2/https://flxt.tmsimg.com/assets/p35003_p_v10_ae.jpg
Baby Needs a New Pair of Shoes,1974,NR,25,Crime/Drama,R,1h 26m,https://www.rottentomatoes.com/m/jive_turkey,https://resizing.flixster.com/f5d5yFJvMWcQmjg4j6UQT1DKizw=/206x305/v2/https://flxt.tmsimg.com/assets/p9014105_v_v10_ab.jpg
Too Hot to Handle,1938,NR,52,Comedy,NR,1h 45m,https://www.rottentomatoes.com/m/1029106-too_hot_to_handle,https://resizing.flixster.com/3y7JQG8ZUvsAW_iWKQddSrJU468=/206x305/v2/https://flxt.tmsimg.com/assets/p4058_v_h9_aa.jpg
Too Hot to Handle,1960,NR,44,Drama,NR,1h 45m,https://www.rottentomatoes.com/m/too_hot_to_handle_1961,https://resizing.flixster.com/MT5sOuE496YN-QFaOTinE4Ftgag=/206x305/v2/https://flxt.tmsimg.com/assets/p97594_p_v13_aa.jpg
Too Hot to Handle,1975,NR,92,Action,R,1h 30m,https://www.rottentomatoes.com/m/too-hot-not-to-handle,https://resizing.flixster.com/_OKCCM9T6-Mnw13m3LXBzlVypUU=/206x305/v2/https://flxt.tmsimg.com/assets/p44899_p_v8_aa.jpg
The Mole Song: Hong Kong Capriccio (Mogura no uta: sennyû sôsakan Reiji 2),2017,NR,NR,,NR,,https://www.rottentomatoes.com/m/the_mole_song_hong_kong_capriccio,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
The Mole Song: Undercover Agent Reiji,2013,NR,48,Comedy/Action,NR,2h 10m,https://www.rottentomatoes.com/m/mogura_no_uta_sennyu_sosakan_reiji,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif
The Moleman of Belmont Avenue,2010,NR,32,Comedy/Horror,NR,1h 30m,https://www.rottentomatoes.com/m/the_mole_man_of_belmont_avenue,https://resizing.flixster.com/vC6gJ2sYaIImCA81A3NO3DDhqlE=/206x305/v2/https://flxt.tmsimg.com/assets/p8275502_v_h9_aa.jpg
Superman and the Mole Men,1951,NR,83,Sci-fi,NR,58m,https://www.rottentomatoes.com/m/superman_and_the_mole_men,https://resizing.flixster.com/eKb3lrSwBRXBuUgpYF4GOaPh5_s=/206x305/v2/https://flxt.tmsimg.com/assets/p55059_p_v10_aa.jpg
Mole Men vs. the Son of Hercules,1962,NR,NR,Fantasy,NR,1h 39m,https://www.rottentomatoes.com/m/hercules-mole-men-against-the-son-of-hercules,https://resizing.flixster.com/snwQyb9K_Au_poK8Bnxi-7ZGx_o=/206x305/v2/https://flxt.tmsimg.com/assets/p98141_p_v7_aa.jpg
The Mole People,1956,43,27,Sci-fi,NR,1h 18m,https://www.rottentomatoes.com/m/mole_people,https://resizing.flixster.com/LybmNWQvSED53keGV0omVTAIm_U=/206x305/v2/https://flxt.tmsimg.com/assets/p4495_p_v8_aa.jpg
Gifted,2017,73,85,Drama,PG-13,1h 41m,https://www.rottentomatoes.com/m/gifted_2017,https://resizing.flixster.com/2SOQD7t5CeF_S3A7ay6HMT4bC1E=/206x305/v2/https://resizing.flixster.com/vqQfNogVk0KWK_DH3DgWtgsiZ64=/ems.ZW1zLXByZC1hc3NldHMvbW92aWVzLzNiMjNmN2U2LTc3YjEtNGNjYi05NDBjLTRlZjUxMTJiMzk4YS53ZWJw
